1,1,955.33,79.38,46.67,34.04,0.50,-1,-1,-1
1,2,533.00,27.42,97.33,78.33,0.48,-1,-1,-1
2,1,953.33,80.42,46.67,33.83,0.49,-1,-1,-1
2,2,514.00,30.54,106.67,88.79,0.49,-1,-1,-1
2,3,444.67,110.42,90.00,68.42,0.42,-1,-1,-1
2,4,578.67,96.83,70.00,73.83,0.40,-1,-1,-1
3,1,953.33,79.88,46.67,33.88,0.50,-1,-1,-1
3,2,491.67,35.21,119.33,97.96,0.51,-1,-1,-1
3,5,392.33,132.33,104.00,84.00,0.48,-1,-1,-1
3,6,543.33,116.08,80.67,87.25,0.48,-1,-1,-1
4,1,952.67,80.17,46.67,33.67,0.49,-1,-1,-1
4,2,460.00,40.25,133.33,112.17,0.52,-1,-1,-1
4,7,295.17,170.83,138.83,110.33,0.50,-1,-1,-1
4,8,477.00,150.17,111.33,109.67,0.50,-1,-1,-1
5,1,953.33,80.17,46.67,33.50,0.49,-1,-1,-1
5,2,408.00,47.92,164.00,135.42,0.48,-1,-1,-1
5,9,346.33,225.83,168.67,169.50,0.48,-1,-1,-1
5,10,111.33,253.33,211.33,161.67,0.46,-1,-1,-1
6,1,952.67,80.50,46.67,33.17,0.49,-1,-1,-1
6,2,323.17,62.12,216.17,166.38,0.48,-1,-1,-1
6,11,1082.00,445.33,198.00,226.67,0.48,-1,-1,-1
7,1,953.33,80.75,46.67,33.33,0.49,-1,-1,-1
7,2,183.50,80.42,305.83,232.58,0.49,-1,-1,-1
7,12,969.33,277.33,158.67,118.00,0.46,-1,-1,-1
8,1,952.67,80.29,46.67,33.21,0.49,-1,-1,-1
8,2,0.00,121.50,426.00,321.83,0.18,-1,-1,-1
8,13,912.67,182.33,101.33,82.33,0.48,-1,-1,-1
9,1,954.67,79.83,45.33,33.67,0.49,-1,-1,-1
9,2,1.25,171.00,238.42,316.00,0.34,-1,-1,-1
9,14,880.00,134.50,74.67,54.33,0.41,-1,-1,-1
10,1,953.33,80.67,46.67,33.33,0.50,-1,-1,-1
10,15,954.67,293.83,170.67,135.50,0.48,-1,-1,-1
11,1,953.33,80.38,46.67,33.46,0.49,-1,-1,-1
11,16,870.00,167.25,90.67,73.08,0.49,-1,-1,-1
12,1,952.67,79.50,45.33,33.67,0.50,-1,-1,-1
12,17,822.00,107.83,62.67,49.00,0.44,-1,-1,-1
13,1,953.33,79.50,45.33,33.67,0.50,-1,-1,-1
13,18,541.33,109.42,93.33,88.25,0.47,-1,-1,-1
14,1,954.67,80.46,46.67,33.54,0.50,-1,-1,-1
14,19,392.67,193.67,157.33,140.67,0.47,-1,-1,-1
14,20,946.00,188.33,152.00,163.00,0.45,-1,-1,-1
15,1,954.00,80.75,46.67,33.17,0.49,-1,-1,-1
15,21,415.67,116.50,100.67,68.00,0.48,-1,-1,-1
15,22,880.67,118.42,86.67,95.58,0.45,-1,-1,-1
15,23,542.67,70.46,57.33,45.04,0.45,-1,-1,-1
15,24,3.42,464.67,273.25,255.33,0.41,-1,-1,-1
16,1,952.67,80.08,46.67,33.67,0.49,-1,-1,-1
16,25,836.00,79.92,64.00,67.00,0.49,-1,-1,-1
16,26,465.33,103.00,78.00,56.83,0.48,-1,-1,-1
16,27,498.33,148.50,104.00,92.33,0.47,-1,-1,-1
16,28,203.33,197.00,178.67,118.00,0.46,-1,-1,-1
17,1,952.67,80.33,46.67,33.67,0.49,-1,-1,-1
17,29,311.67,156.50,132.00,89.00,0.51,-1,-1,-1
17,30,994.67,299.17,165.33,141.50,0.48,-1,-1,-1
17,31,299.00,273.67,200.00,171.33,0.47,-1,-1,-1
17,32,636.00,56.33,44.67,36.92,0.41,-1,-1,-1
17,33,805.33,55.83,50.67,52.17,0.41,-1,-1,-1
18,1,954.00,80.62,46.67,33.38,0.49,-1,-1,-1
18,34,910.67,175.83,96.00,83.00,0.48,-1,-1,-1
18,35,0.92,314.33,191.42,228.67,0.47,-1,-1,-1
18,36,602.00,80.50,58.67,51.00,0.44,-1,-1,-1
19,1,952.67,80.50,46.67,33.33,0.49,-1,-1,-1
19,37,536.67,124.83,83.33,73.50,0.49,-1,-1,-1
19,38,1088.00,440.33,192.00,244.33,0.43,-1,-1,-1
19,39,865.33,119.83,66.67,54.00,0.42,-1,-1,-1
20,1,953.33,79.92,45.33,33.50,0.50,-1,-1,-1
20,40,948.00,211.83,137.33,116.00,0.51,-1,-1,-1
20,41,390.33,208.33,148.00,128.33,0.47,-1,-1,-1
21,1,952.00,80.21,46.67,33.62,0.49,-1,-1,-1
21,42,3.42,482.33,274.92,232.33,0.47,-1,-1,-1
21,43,888.67,134.75,84.00,71.08,0.45,-1,-1,-1
22,1,953.33,80.62,46.67,33.54,0.49,-1,-1,-1
22,44,994.67,252.67,156.00,115.67,0.47,-1,-1,-1
22,45,856.67,95.00,61.33,52.00,0.44,-1,-1,-1
23,1,953.33,80.50,46.67,33.50,0.49,-1,-1,-1
23,46,914.67,148.83,89.33,73.00,0.49,-1,-1,-1
23,47,420.33,184.17,140.00,108.33,0.46,-1,-1,-1
24,1,952.67,79.71,46.67,33.29,0.50,-1,-1,-1
24,48,869.33,99.17,61.33,50.50,0.45,-1,-1,-1
24,2,1.25,171.00,238.42,316.00,0.47,-1,-1,-1
25,1,952.67,79.96,45.33,33.54,0.48,-1,-1,-1
25,2,482.00,28.71,124.00,94.46,0.50,-1,-1,-1
25,49,400.33,129.17,108.67,75.83,0.47,-1,-1,-1
25,50,841.33,70.62,48.00,36.88,0.43,-1,-1,-1
26,1,954.00,80.08,49.33,34.50,0.49,-1,-1,-1
26,2,365.33,46.29,182.67,130.71,0.48,-1,-1,-1
26,51,174.33,219.83,197.00,138.83,0.46,-1,-1,-1
26,52,827.33,51.58,37.33,29.58,0.40,-1,-1,-1
27,1,953.33,80.62,48.00,32.96,0.48,-1,-1,-1
27,2,122.67,79.67,330.67,217.33,0.49,-1,-1,-1
28,1,953.33,79.92,49.33,34.00,0.49,-1,-1,-1
28,2,2.58,133.50,237.75,302.50,0.38,-1,-1,-1
29,1,952.67,80.17,49.33,33.67,0.49,-1,-1,-1
30,1,952.67,80.29,49.33,33.54,0.49,-1,-1,-1
31,1,954.00,80.71,49.33,33.62,0.48,-1,-1,-1
32,1,952.67,80.33,50.67,33.67,0.49,-1,-1,-1
33,1,952.67,79.92,49.33,34.00,0.49,-1,-1,-1
34,1,952.67,80.00,49.33,34.17,0.49,-1,-1,-1
35,1,953.33,80.46,50.67,34.04,0.48,-1,-1,-1
36,1,953.33,80.38,46.67,33.54,0.49,-1,-1,-1
37,1,952.67,80.17,46.67,33.67,0.49,-1,-1,-1
37,53,958.00,342.00,217.33,172.67,0.47,-1,-1,-1
38,1,953.33,80.21,46.67,33.88,0.49,-1,-1,-1
38,54,865.33,190.83,113.33,90.00,0.50,-1,-1,-1
39,1,954.00,80.54,46.67,33.62,0.49,-1,-1,-1
39,55,816.67,126.08,76.00,65.75,0.47,-1,-1,-1
39,56,165.42,454.00,275.58,250.67,0.44,-1,-1,-1
39,57,1044.00,415.67,236.00,255.33,0.41,-1,-1,-1
40,1,953.33,80.54,48.00,33.79,0.48,-1,-1,-1
40,58,918.00,207.17,108.00,80.00,0.48,-1,-1,-1
40,59,791.33,90.33,57.33,46.67,0.43,-1,-1,-1
40,60,31.17,291.50,196.67,143.83,0.42,-1,-1,-1
41,1,952.67,80.25,48.00,33.83,0.49,-1,-1,-1
41,61,0.17,192.00,73.17,95.33,0.46,-1,-1,-1
41,62,776.00,64.00,46.67,39.83,0.43,-1,-1,-1
42,1,955.33,80.00,46.67,34.50,0.46,-1,-1,-1
42,63,838.67,88.42,49.33,39.83,0.46,-1,-1,-1
42,64,770.00,50.25,38.67,30.92,0.41,-1,-1,-1
43,1,954.00,80.04,46.67,32.29,0.47,-1,-1,-1
44,1,954.67,80.83,46.67,33.67,0.48,-1,-1,-1
44,65,212.83,277.00,211.83,224.67,0.46,-1,-1,-1
45,1,952.67,80.62,46.67,33.46,0.49,-1,-1,-1
45,66,69.04,196.67,151.29,129.00,0.47,-1,-1,-1
46,1,952.67,80.33,48.00,33.67,0.49,-1,-1,-1
46,67,0.00,149.25,74.75,83.42,0.45,-1,-1,-1
47,1,953.33,80.42,48.00,33.67,0.49,-1,-1,-1
48,1,952.67,80.67,48.00,33.50,0.49,-1,-1,-1
49,1,953.33,80.54,46.67,33.38,0.49,-1,-1,-1
50,1,953.33,80.38,46.67,33.54,0.49,-1,-1,-1
51,1,953.33,80.38,46.67,33.62,0.49,-1,-1,-1
52,1,952.67,80.50,48.00,33.50,0.49,-1,-1,-1
53,1,953.33,80.83,46.67,33.33,0.49,-1,-1,-1
54,1,952.67,80.67,46.67,33.33,0.49,-1,-1,-1
55,1,952.67,80.54,48.00,33.38,0.49,-1,-1,-1
56,1,952.67,80.62,48.00,33.54,0.49,-1,-1,-1
57,1,953.33,80.17,46.67,33.67,0.49,-1,-1,-1
57,68,1004.67,394.67,232.00,185.33,0.48,-1,-1,-1
58,1,952.67,80.25,48.00,33.67,0.49,-1,-1,-1
58,69,896.00,191.17,100.00,80.00,0.49,-1,-1,-1
59,1,953.33,80.33,48.00,33.67,0.49,-1,-1,-1
59,70,854.67,119.00,62.67,53.17,0.45,-1,-1,-1
60,1,952.67,80.71,48.00,33.46,0.49,-1,-1,-1
60,71,833.33,82.83,45.33,38.50,0.43,-1,-1,-1
61,1,952.67,80.42,48.00,33.67,0.49,-1,-1,-1
62,1,953.33,80.17,48.00,34.00,0.49,-1,-1,-1
63,1,952.67,80.79,48.00,33.38,0.49,-1,-1,-1
64,1,953.33,80.29,48.00,33.88,0.49,-1,-1,-1
65,1,952.67,80.50,48.00,33.67,0.49,-1,-1,-1
66,1,952.67,80.50,48.00,33.67,0.49,-1,-1,-1
67,1,952.67,80.83,48.00,33.33,0.49,-1,-1,-1
68,1,953.33,81.00,48.00,33.33,0.49,-1,-1,-1
69,1,953.33,80.62,46.67,33.38,0.49,-1,-1,-1
70,1,952.67,80.54,48.00,33.54,0.49,-1,-1,-1
71,1,953.33,80.67,48.00,33.50,0.49,-1,-1,-1
72,1,953.33,80.67,46.67,33.33,0.49,-1,-1,-1
73,1,952.67,80.08,48.00,33.83,0.49,-1,-1,-1
74,1,952.67,79.58,48.00,34.17,0.50,-1,-1,-1
75,1,952.67,80.17,48.00,34.00,0.49,-1,-1,-1
76,1,953.33,80.08,48.00,34.00,0.50,-1,-1,-1
77,1,953.33,80.04,48.00,33.88,0.49,-1,-1,-1
78,1,952.00,79.92,48.00,33.83,0.50,-1,-1,-1
79,1,952.67,80.17,48.00,33.67,0.49,-1,-1,-1
80,1,954.67,80.62,46.67,33.46,0.49,-1,-1,-1
81,1,953.33,80.46,48.00,33.79,0.49,-1,-1,-1
82,1,952.00,79.96,48.00,33.96,0.49,-1,-1,-1
83,1,952.00,80.08,48.00,33.83,0.48,-1,-1,-1
84,1,955.33,79.88,46.67,35.04,0.50,-1,-1,-1
85,1,954.67,80.75,46.67,33.17,0.49,-1,-1,-1
85,72,527.33,80.17,68.00,51.67,0.40,-1,-1,-1
86,1,952.67,79.83,48.00,33.83,0.49,-1,-1,-1
86,72,519.33,85.83,70.67,50.50,0.39,-1,-1,-1
87,1,952.67,79.75,48.00,34.17,0.50,-1,-1,-1
87,72,511.33,88.00,78.67,51.67,0.21,-1,-1,-1
88,1,954.00,80.58,46.67,33.50,0.50,-1,-1,-1
88,72,505.33,94.17,74.67,50.83,0.44,-1,-1,-1
89,1,954.00,80.08,46.67,33.83,0.49,-1,-1,-1
89,72,501.00,95.33,73.33,51.67,0.48,-1,-1,-1
90,1,952.67,80.04,46.67,33.62,0.49,-1,-1,-1
90,72,492.67,98.83,72.67,52.33,0.47,-1,-1,-1
91,1,953.33,80.17,46.67,33.67,0.49,-1,-1,-1
91,72,465.00,110.33,81.33,57.00,0.48,-1,-1,-1
