1,1,904.00,59.00,38.67,29.25,0.50,-1,-1,-1
1,2,577.33,105.83,72.67,61.67,0.49,-1,-1,-1
1,3,462.67,95.83,83.33,58.00,0.47,-1,-1,-1
1,4,558.33,61.50,48.67,39.58,0.45,-1,-1,-1
2,1,903.33,58.92,38.67,29.50,0.50,-1,-1,-1
2,2,547.67,126.08,86.67,72.08,0.49,-1,-1,-1
2,3,417.33,112.83,99.33,69.67,0.48,-1,-1,-1
2,4,551.33,64.83,51.33,41.00,0.44,-1,-1,-1
2,5,996.67,336.17,222.67,189.17,0.48,-1,-1,-1
3,1,904.00,58.88,38.67,29.38,0.50,-1,-1,-1
3,2,500.00,159.50,107.33,90.00,0.49,-1,-1,-1
3,3,335.67,140.00,129.33,90.00,0.51,-1,-1,-1
3,4,540.33,70.17,54.00,42.33,0.46,-1,-1,-1
3,6,914.67,194.83,122.67,101.67,0.52,-1,-1,-1
4,1,904.00,59.00,38.67,29.42,0.50,-1,-1,-1
4,2,408.67,218.83,149.33,128.50,0.47,-1,-1,-1
4,3,172.33,204.00,190.67,129.33,0.48,-1,-1,-1
4,4,523.67,78.83,58.00,44.83,0.45,-1,-1,-1
4,7,869.33,125.50,81.33,66.00,0.48,-1,-1,-1
4,8,1065.33,500.67,214.67,216.00,0.47,-1,-1,-1
5,1,903.33,58.83,38.67,29.33,0.49,-1,-1,-1
5,2,203.17,344.67,252.17,233.33,0.48,-1,-1,-1
5,4,498.33,90.42,65.33,49.17,0.44,-1,-1,-1
5,9,955.33,275.67,150.67,132.00,0.48,-1,-1,-1
5,10,842.00,83.83,58.67,49.00,0.42,-1,-1,-1
6,1,903.33,59.00,38.67,29.50,0.49,-1,-1,-1
6,4,459.33,107.92,77.33,56.50,0.46,-1,-1,-1
6,11,897.33,173.67,94.67,82.67,0.49,-1,-1,-1
6,12,833.33,590.33,286.67,129.67,0.45,-1,-1,-1
7,1,903.33,58.83,38.67,28.83,0.47,-1,-1,-1
7,4,393.33,131.50,98.67,72.50,0.49,-1,-1,-1
7,13,798.67,262.33,137.33,142.00,0.46,-1,-1,-1
7,14,862.00,117.17,65.33,56.83,0.44,-1,-1,-1
7,15,810.00,37.10,38.67,33.31,0.40,-1,-1,-1
8,1,903.33,59.58,36.00,28.58,0.48,-1,-1,-1
8,4,282.33,174.33,134.67,96.00,0.51,-1,-1,-1
8,16,788.00,150.25,84.00,82.25,0.48,-1,-1,-1
8,17,799.33,25.50,34.67,26.67,0.40,-1,-1,-1
9,1,903.33,59.25,38.67,30.00,0.48,-1,-1,-1
9,4,68.58,259.67,209.08,153.33,0.45,-1,-1,-1
9,18,777.33,98.33,62.67,56.17,0.43,-1,-1,-1
9,19,790.67,15.03,28.00,22.76,0.42,-1,-1,-1
9,20,824.00,58.12,41.33,36.71,0.41,-1,-1,-1
10,1,903.33,58.83,40.00,29.67,0.48,-1,-1,-1
10,21,775.33,66.88,45.33,43.29,0.45,-1,-1,-1
10,22,784.00,7.84,22.67,20.07,0.42,-1,-1,-1
10,23,813.33,41.17,34.67,31.08,0.41,-1,-1,-1
11,1,904.00,58.96,38.67,29.54,0.49,-1,-1,-1
11,22,779.33,2.21,21.33,18.46,0.33,-1,-1,-1
11,24,772.00,47.00,37.33,34.75,0.44,-1,-1,-1
12,1,904.00,59.33,38.67,30.00,0.48,-1,-1,-1
12,22,776.67,0.00,18.67,12.75,0.28,-1,-1,-1
12,25,768.67,34.52,32.00,26.98,0.42,-1,-1,-1
13,1,901.33,58.46,41.33,30.29,0.48,-1,-1,-1
13,26,671.67,33.62,33.00,29.17,0.42,-1,-1,-1
13,27,1165.33,635.33,114.67,84.67,0.40,-1,-1,-1
13,28,765.33,22.15,28.00,25.35,0.40,-1,-1,-1
14,1,901.33,58.38,41.33,30.54,0.47,-1,-1,-1
14,28,765.33,14.85,24.00,20.92,0.40,-1,-1,-1
14,29,936.00,255.50,144.00,116.83,0.51,-1,-1,-1
14,30,646.33,50.92,44.33,38.17,0.42,-1,-1,-1
15,1,897.33,54.83,45.33,34.50,0.36,-1,-1,-1
15,28,764.67,8.48,20.00,19.33,0.43,-1,-1,-1
15,31,865.33,145.50,77.33,63.67,0.48,-1,-1,-1
15,32,602.33,82.17,61.33,52.50,0.46,-1,-1,-1
15,33,1066.67,578.67,213.33,139.33,0.45,-1,-1,-1
15,34,788.00,4.02,20.00,17.05,0.40,-1,-1,-1
16,1,900.00,57.50,42.67,31.17,0.42,-1,-1,-1
16,28,763.33,3.40,20.00,18.12,0.37,-1,-1,-1
16,34,786.00,0.39,18.67,15.28,0.33,-1,-1,-1
16,35,870.00,232.17,128.00,104.67,0.50,-1,-1,-1
16,36,505.67,143.50,102.00,85.33,0.49,-1,-1,-1
16,37,830.67,95.42,56.00,44.33,0.43,-1,-1,-1
17,1,899.33,57.92,42.67,30.50,0.47,-1,-1,-1
17,28,763.33,0.07,18.67,16.04,0.35,-1,-1,-1
17,38,201.67,312.33,246.67,231.33,0.49,-1,-1,-1
17,39,806.67,129.33,73.33,60.50,0.44,-1,-1,-1
17,40,818.00,65.21,41.33,35.88,0.42,-1,-1,-1
18,1,900.00,57.58,42.67,30.75,0.39,-1,-1,-1
18,28,764.00,0.00,17.33,11.69,0.21,-1,-1,-1
18,41,782.00,81.00,49.33,42.17,0.40,-1,-1,-1
18,42,809.33,45.29,34.67,29.67,0.40,-1,-1,-1
18,43,653.33,43.88,38.67,32.42,0.40,-1,-1,-1
19,1,904.00,58.79,38.67,30.04,0.42,-1,-1,-1
19,44,620.67,65.12,51.33,42.29,0.45,-1,-1,-1
19,45,771.33,53.21,37.33,32.29,0.41,-1,-1,-1
20,1,904.00,58.67,38.67,30.25,0.42,-1,-1,-1
20,44,620.67,65.12,51.33,42.29,0.45,-1,-1,-1
20,45,771.33,53.12,37.33,32.38,0.41,-1,-1,-1
21,1,904.00,59.08,38.67,29.17,0.50,-1,-1,-1
21,44,452.00,170.67,118.67,96.67,0.49,-1,-1,-1
21,45,762.00,22.33,26.67,22.00,0.39,-1,-1,-1
21,46,852.67,324.17,194.67,174.50,0.48,-1,-1,-1
21,47,494.67,88.42,63.33,49.67,0.47,-1,-1,-1
22,1,903.33,59.21,38.67,29.04,0.50,-1,-1,-1
22,44,108.92,356.33,278.75,274.67,0.46,-1,-1,-1
22,45,762.67,14.66,22.67,18.93,0.39,-1,-1,-1
22,48,359.33,141.83,105.33,79.00,0.48,-1,-1,-1
22,49,798.67,183.33,104.00,98.00,0.48,-1,-1,-1
23,1,903.33,59.17,38.67,29.17,0.50,-1,-1,-1
23,45,763.33,7.97,18.67,17.16,0.39,-1,-1,-1
23,50,5.92,283.00,233.08,169.33,0.49,-1,-1,-1
23,51,778.67,117.92,74.67,68.58,0.48,-1,-1,-1
23,52,1024.00,252.67,153.33,111.33,0.48,-1,-1,-1
23,53,1034.67,503.67,245.33,215.00,0.47,-1,-1,-1
23,54,788.00,6.06,18.67,16.12,0.40,-1,-1,-1
24,1,903.33,59.12,38.67,29.12,0.50,-1,-1,-1
24,45,762.67,7.99,18.67,17.11,0.39,-1,-1,-1
24,50,5.83,282.83,233.17,169.50,0.49,-1,-1,-1
24,51,778.67,117.92,74.67,68.42,0.48,-1,-1,-1
24,52,1024.67,252.83,150.67,112.17,0.48,-1,-1,-1
24,53,1034.67,503.67,245.33,215.00,0.47,-1,-1,-1
