2,1,590.33,89.00,68.00,65.00,0.40,-1,-1,-1
3,1,572.67,105.33,74.00,75.33,0.43,-1,-1,-1
3,2,428.00,114.17,87.33,67.67,0.41,-1,-1,-1
4,1,534.33,125.92,92.67,106.08,0.49,-1,-1,-1
4,3,365.00,136.33,102.67,83.33,0.47,-1,-1,-1
5,1,458.67,173.83,128.67,125.00,0.47,-1,-1,-1
5,4,258.17,181.83,134.17,100.33,0.49,-1,-1,-1
5,5,467.00,81.29,86.00,75.71,0.46,-1,-1,-1
5,6,583.33,98.42,70.00,72.58,0.45,-1,-1,-1
6,1,246.83,283.67,241.83,232.67,0.47,-1,-1,-1
6,5,427.33,93.50,98.67,85.00,0.47,-1,-1,-1
6,7,543.33,125.33,88.00,87.33,0.47,-1,-1,-1
6,8,29.83,267.33,215.83,157.33,0.47,-1,-1,-1
7,7,566.00,124.67,72.00,67.50,0.42,-1,-1,-1
7,9,370.00,111.83,115.33,99.17,0.50,-1,-1,-1
7,10,463.00,175.67,124.00,121.33,0.47,-1,-1,-1
7,11,526.00,78.29,67.33,49.38,0.44,-1,-1,-1
8,10,497.33,174.67,98.67,93.00,0.47,-1,-1,-1
8,12,289.50,133.17,147.83,124.67,0.47,-1,-1,-1
8,13,496.67,91.92,75.33,55.17,0.47,-1,-1,-1
9,14,459.00,108.17,86.00,67.67,0.48,-1,-1,-1
9,15,334.00,285.83,170.67,167.83,0.47,-1,-1,-1
9,16,164.17,171.33,194.50,164.67,0.44,-1,-1,-1
10,17,404.33,132.50,105.33,81.00,0.49,-1,-1,-1
10,18,578.67,96.67,78.67,68.17,0.45,-1,-1,-1
10,19,0.67,250.67,219.50,249.33,0.45,-1,-1,-1
11,20,315.17,166.67,140.17,99.00,0.52,-1,-1,-1
11,21,522.33,131.00,104.00,88.00,0.48,-1,-1,-1
12,22,176.50,224.83,195.50,138.17,0.47,-1,-1,-1
12,23,426.00,195.33,147.33,123.33,0.46,-1,-1,-1
13,24,1.25,334.33,208.75,250.67,0.42,-1,-1,-1
